FID,ID1,Name,NAICSCode,NACSDescri,NAICSTitle,EmplRange,Phone,Fax,TollFree,EMail,WebAddress,StreetNo,StreetName,Street_Add,Bldg_No,Unit_No,PostalCode,Modified_D,PIN,Character,Ward
108,1908,Glenroy Pre-School Centre,611690,Educational,All Other Schools and Instruction,5 to 9,9052773323,9052770016, ,gpc@victoriavillage.com,www.victoriavillage.com,755,Bloor St,755 Bloor St, , ,L4Y 2M7,2018/12/30 00:00:00+00,3037200,Applewood NHD,3
109,3850,Dixie Presbyterian Church,813110,Other Services,Religious Organizations,1 to 4,905-277-1620, , ,dixiepc@bellnet.ca, ,3065,Cawthra Rd,3065 Cawthra Rd, , ,L5A 2X4,2017/11/08 00:00:00+00,3091400,Applewood NHD,3
110,53881,Toronto Eun-Hae Mehodist Church,813110,Other Services,Religious Organizations,1 to 4,647-894-0191, , , , ,3065,Cawthra Rd,3065 Cawthra Rd, , ,L5A 2X4,2017/11/08 00:00:00+00,3091400,Applewood NHD,3
111,58402,Ebenezer Sala Church,813110,Other Services,Religious Organizations,N/A,905-279-5708, , , , ,3065,Cawthra Rd,3065 Cawthra Rd, , ,L5A 2X4,2017/11/08 00:00:00+00,3091400,Applewood NHD,3
112,83387,West End Bhuddist Temple,813110,Other Services,Religious Organizations,N/A,905-891-8142, , ,info@westendbuddhist.com,www.westendbuddhist.com,3133,Cawthra Rd,3133 Cawthra Rd, , ,L5A 2X4,2017/11/08 00:00:00+00,3092000,Applewood NHD,3
113,1998,Mini-Skool - A Child's Place,624410,Health Care,Child Day-Care Services,20 to 49,905-276-3933,647-436-7241, ,cawthra@mini-skool.ca,www.mini-skool.ca,3153,Cawthra Rd,3153 Cawthra Rd, , ,L5A 2X4,2017/11/08 00:00:00+00,3092200,Applewood NHD,3
114,3853,Cawthra Dundas Chiropractric,621310,Health Care,Offices of Chiropractors,1 to 4,9052762200,9052778665, , , ,3185,Cawthra Rd,3185 Cawthra Rd, , ,L5A 2X4,2018/12/30 00:00:00+00,3092400,Applewood NHD,3
115,3857,Olympia Windows and Doors Ltd.,444190,Retail,Other Building Material Dealers,1 to 4,905-276-8811,905-279-0794, ,info@olympiawindows.com,www.olympiawindows.com,3447,Cawthra Rd,3447 Cawthra Rd, , ,L5A 2X9,2017/11/08 00:00:00+00,3096500,Applewood NHD,3
116,46760,Jenny Rushforth - State Farm Insurance,524111,Finance,"Direct Individual Life, Health and Medical Insurance Carriers",1 to 4,905-276-2429,905-276-5794, ,office@rushforth.ca,www.rushforth.ca,3569,Cawthra Rd,3569 Cawthra Rd, , ,L5A 2Y2,2017/11/08 00:00:00+00,3098100,Applewood NHD,3
117,3860,St. Mary's Ukrainian Catholic Church,813110,Other Services,Religious Organizations,5 to 9,905-279-9387,905-279-6859, ,stmaryscawthra@3web.com,www.stmaryscawthra.ca,3625,Cawthra Rd,3625 Cawthra Rd, , ,L5A 2Y4,2017/11/08 00:00:00+00,3098600,Applewood NHD,3
118,2039,Nova Pastry and Bakery,311811,Manufacturing,Retail Bakeries,20 to 49,9052793206,9052793481, ,info@novabakery.ca,www.novabkery.ca,3635,Cawthra Rd,3635 Cawthra Rd, ,1 to 4,L5A 2Y4,2018/12/30 00:00:00+00,3098700,Applewood NHD,3
119,3868,Marconi Pizza,722512,Accommodation,Limited-service eating places,5 to 9,905-279-0151, , , ,www.marconipizza.com,3635,Cawthra Rd,3635 Cawthra Rd, ,13&14,L5A 2Y5,2017/11/08 00:00:00+00,3098700,Applewood NHD,3
120,3862,Flower Fantasy,453110,Retail,Florists,1 to 4,905-279-2215,905-279-8656, ,flowerfantasy@hotmail.ca,www.flowerfantasy.ca,3635,Cawthra Rd,3635 Cawthra Rd, ,10&11,L5A 2Y5,2017/11/08 00:00:00+00,3098700,Applewood NHD,3
121,3865,Royal Meat Products Ltd,445210,Retail,Meat Markets,5 to 9,9052793261, , , , ,3635,Cawthra Rd,3635 Cawthra Rd, ,5&6,L5A 2Y5,2018/12/30 00:00:00+00,3098700,Applewood NHD,3
122,3864,Sonny's Variety & Gift Shop,452999,Retail,All Other Miscellaneous General Merchandise Stores,1 to 4,905-275-1082,905-275-1082, , , ,3635,Cawthra Rd,3635 Cawthra Rd, ,7,L5A 2Y5,2017/11/08 00:00:00+00,3098700,Applewood NHD,3
123,3866,Ukranian Credit Union Ltd.,522130,Finance,Local Credit Unions,5 to 9,9052720468,9052725594, , ,www.ukraniancu.com,3635,Cawthra Rd,3635 Cawthra Rd, ,15,L5A 2Y5,2018/12/30 00:00:00+00,3098700,Applewood NHD,3
124,3875,JV Bel Canto Music Studio,611610,Educational,Fine Arts Schools,1 to 4,647-382-3850, , , ,www.jubelcantomusic.ca,3643,Cawthra Rd,3643 Cawthra Rd, ,1 LL,L5A 2Y4,2017/11/08 00:00:00+00,3098700,Applewood NHD,3
125,3872,Manuela's Hair Design & Spa,812115,Other Services,Beauty Salons,1 to 4,905-270-6550, , , , ,3635,Cawthra Rd,3635 Cawthra Rd, ,12A,L5A 2Y5,2017/11/08 00:00:00+00,3098700,Applewood NHD,3
126,3870,Cawthorpe Veterinary Services,541940,Professional,Veterinary Services,1 to 4,905-270-3577,905-276-3732, ,drsjonnesen@bellnet.ca, ,3635,Cawthra Rd,3635 Cawthra Rd, ,8,L5A 2Y5,2017/11/08 00:00:00+00,3098700,Applewood NHD,3
127,3873,Royal Chair Barber,812114,Other Services,Barber Shops,1 to 4,905-277-2076, , , , ,3635,Cawthra Rd,3635 Cawthra Rd, ,12B,L5A 2Y5,2017/11/08 00:00:00+00,3098700,Applewood NHD,3
128,3876,Bank of Montreal,522111,Finance,Personal and Commercial Banking Industry,5 to 9,9052767155,9052769844, , ,www.bmo.com,3643,Cawthra Rd,3643 Cawthra Rd, ,16,L5A 2Y4,2018/12/30 00:00:00+00,3098700,Applewood NHD,3
129,53849,Arton Insurance Brokers Inc,524210,Finance,Insurance Agencies and Brokerages,5 to 9,905-276-9200,905-276-9200, , ,www.pbnet.ca/arton-insurance-brokers,3643,Cawthra Rd,3643 Cawthra Rd, ,Lower Level,L5A 2Y4,2017/11/08 00:00:00+00,3098700,Applewood NHD,3
130,58404,Sutton Realty,531212,Real Estate,Offices of Real Estate Brokers,1 to 4,905-848-9800,905-848-9803,1-866-841-0716,smeckiffe@gmail.com,www.suttonelite.com,3643,Cawthra Rd,3643 Cawthra Rd, ,201,L5A 2Y4,2017/11/08 00:00:00+00,3098700,Applewood NHD,3
131,56302,Holistix Naturopathic Health Clinic,621390,Health Care,Offices of All Other Health Practitioners,1 to 4,9058041238,9058048850, ,info@holistixclinic.com,www.holistixclinic.com,3460,Cawthra Rd,3460 Cawthra Rd, , ,L5A 2X7,2018/12/30 00:00:00+00,3101400,Mississauga Valleys NHD,4
132,3855,Mississauga City Baptist Church,813110,Other Services,Religious Organizations,5 to 9,905-275-2189,905-566-0044, ,wanda@mcbc.on.ca,www.mcbc.on.ca,3434,Cawthra Rd,3434 Cawthra Rd, , ,L5A 2X7,2017/11/08 00:00:00+00,3101600,Mississauga Valleys NHD,4
133,22717,Middle East Baptist Church,813110,Other Services,Religious Organizations,1 to 4,9059494447, , , , ,3066,Given Rd,3066 Given Rd, , ,L5A 2N3,2018/12/30 00:00:00+00,3123700,Cooksville NHD (East),7
134,52327,Elite Staffing Solutions,541612,Professional,Human Resources Consulting Services,5 to 9,9058038045, , ,mary@mjjanssen.com,www.mjjanssen.com,170,Robert Speck Pky,170 Robert Speck Pky, ,202,L4Z 3G1,2018/12/30 00:00:00+00,3295900,DT Core,4
135,85497,Key Assets Canada Limited,624110,Health Care,Child and Youth Services,10 to 19,905-279-4500,905-279-4501, ,kathryn.rock@keyassetson.ca,www.keyassets.ca,170,Robert Speck Pky,170 Robert Speck Pky, ,100,L4Z 3G1,2017/11/08 00:00:00+00,3295900,DT Core,4
136,3524,Peel Halton Dufferin Acquired Brain Injury Services,913910,Public Administration,"Other Local, Municipal and Regional Public Administration",100 to 299,905-949-4411,905-949-4019, ,info@phdabis.org,www.phdabis.org,176,Robert Speck Pky,176 Robert Speck Pky, ,Basement,L4Z 3G1,2017/11/09 00:00:00+00,3296000,DT Core,4
137,17130,Better Homes and Gardens Real Estate Signature Service,531210,Real Estate,Offices of Real Estate Agents & Brokers,50 to 99,905-896-4622,905-896-4621, ,support3@ssbhg.ca,www.ssbhg.ca,186,Robert Speck Pky,186 Robert Speck Pky, , ,L4Z 3G1,2017/11/09 00:00:00+00,3296100,DT Core,4
138,84900,Prolucid Technologies Inc.,541514,Professional,Computer systems design and related services (except video game design and development),20 to 49,416-840-6634,416-342-1759, ,info@prolucid.ca,www.prolucid.ca,190,Robert Speck Pky,190 Robert Speck Pky, ,100,L4Z 3K3,2017/11/08 00:00:00+00,3296200,DT Core,4
139,3036,Circle K,445120,Retail,Convenience Stores,1 to 4,905-279-3613, , , ,www.macs.ca,350,Burnhamthorpe Rd E,350 Burnhamthorpe Rd E, ,1,L5A 3S5,2017/11/08 00:00:00+00,3296800,Mississauga Valleys NHD,4
140,53839,Missisauga Dental Arts,621210,Health Care,Offices of Dentists,5 to 9,905-270-0007,905-270-5509, , ,www.mississugadentistry.com,350,Burnhamthorpe Rd E,350 Burnhamthorpe Rd E, ,2,L5A 3S5,2018/09/30 00:00:00+00,3296800,Mississauga Valleys NHD,4
141,53838,"Best of Beauty, Central Park Salon & Spa Inc",812116,Other Services,Unisex Hair Salons,1 to 4,905-290-8572, , ,loanguyen929@yahoo.com,www.centralparksalonspa.com,350,Burnhamthorpe Rd E,350 Burnhamthorpe Rd E, ,3,L5A 3S5,2017/11/08 00:00:00+00,3296800,Mississauga Valleys NHD,4
142,53842,Nu-Look Optical,446130,Retail,Optical Goods Stores,1 to 4,905-812-9800, , , ,www.nulookoptical.com,350,Burnhamthorpe Rd E,350 Burnhamthorpe Rd E, ,6,L5A 3S5,2017/11/08 00:00:00+00,3296800,Mississauga Valleys NHD,4
143,53841,Money Direct,522390,Finance,Other Activities Related to Credit Intermediation,1 to 4,905-275-2274,905-275-5554, ,staff@moneydirectstore.ca,www.moneydirectstore.ca,350,Burnhamthorpe Rd E,350 Burnhamthorpe Rd E, ,5,L5A 3S5,2018/09/30 00:00:00+00,3296800,Mississauga Valleys NHD,4
144,56789,Parivartan Mississauga Hot Yoga Studio,713940,Arts,Fitness and Recreational Sports Centres,5 to 9,905-897-8680, , ,michelle@parivartanyoga.com,www.parivartanyoga.com,350,Burnhamthorpe Rd E,350 Burnhamthorpe Rd E, ,5A,L5A 3S5,2017/11/08 00:00:00+00,3296800,Mississauga Valleys NHD,4
145,3115,State Farm Insurance Co. - Zenon Koltalo Insurance,524210,Finance,Insurance Agencies and Brokerages,1 to 4,905-276-2440,905-276-2450, , ,www.statefarm.com,702,Burnhamthorpe Rd E,702 Burnhamthorpe Rd E, ,7,L4Y 2X3,2017/11/08 00:00:00+00,3296900,Applewood NHD,3
146,3125,Tracy's Nail Salon,812115,Other Services,Beauty Salons,1 to 4,905-279-0070, , , , ,706,Burnhamthorpe Rd E,706 Burnhamthorpe Rd E, , ,L4Y 2X3,2017/11/08 00:00:00+00,3296900,Applewood NHD,3
147,3118,Barbershop,812114,Other Services,Barber Shops,5 to 9,905-273-6777, , , , ,708,Burnhamthorpe Rd E,708 Burnhamthorpe Rd E, , ,L4Y 2X3,2017/11/08 00:00:00+00,3296900,Applewood NHD,3
148,3117,Denture Clinic - (Zlatko Terzievski),621390,Health Care,Offices of All Other Health Practitioners,1 to 4,905-566-7376, , , , ,702,Burnhamthorpe Rd E,702 Burnhamthorpe Rd E, ,6,L4Y 2X3,2018/09/30 00:00:00+00,3296900,Applewood NHD,3
149,3121,Alpha Hearing & Speech Rehab,621340,Health Care,"Offices of Physical, Occupational, and Speech Therapists and Audiologists",1 to 4,905-270-1000, , ,info@alphahearingspeech.com,www.alphaheaingspeech.com,702,Burnhamthorpe Rd E,702 Burnhamthorpe Rd E, ,3,L4Y 2X3,2018/09/30 00:00:00+00,3296900,Applewood NHD,3
150,3128,Pizza Pizza,722512,Accommodation,Limited-service eating places,1 to 4,905-848-5045, , , ,www.pizzapizza.ca,710,Burnhamthorpe Rd E,710 Burnhamthorpe Rd E, , ,L4Y 2X3,2017/11/08 00:00:00+00,3296900,Applewood NHD,3
151,3126,Capture the Star,611710,Educational,Educational Support Services,1 to 4,647-892-6299, , , , ,702,Burnhamthorpe Rd E,702 Burnhamthorpe Rd E, ,4,L4Y 2X3,2017/11/08 00:00:00+00,3296900,Applewood NHD,3
152,47715,Affinity Resource Management Inc.,541612,Professional,Human Resources Consulting Services,1 to 4,905-273-9559,905-273-9556, ,donna@affinityresourcemanagement.com,www.affinityresourcemanagement.com/,702,Burnhamthorpe Rd E,702 Burnhamthorpe Rd E, ,1,L4Y 2X3,2017/11/08 00:00:00+00,3296900,Applewood NHD,3
153,50410,Canada Post,491110,Transportation,Postal Service,1 to 4,905-279-1812,905-279-1068, ,asdm774@shoppersdrugmart.ca,www.canadapost.ca,700,Burnhamthorpe Rd E,700 Burnhamthorpe Rd E, ,A,L4Y 2X3,2017/11/08 00:00:00+00,3296900,Applewood NHD,3
154,53837,LaVieille Law Ofiices,541110,Professional,Offices of Lawyers,1 to 4,9052381411,9056299277, , , ,702,Burnhamthorpe Rd E,702 Burnhamthorpe Rd E, ,2A,L4Y 2X3,2018/12/30 00:00:00+00,3296900,Applewood NHD,3
155,57688,Cash Max,522310,Finance,Mortgage and Non-mortgage Loan Brokers,1 to 4,905-275-6161,905-275-6162, , ,www.cashmaxjobs.ca,710,Burnhamthorpe Rd E,710 Burnhamthorpe Rd E, , ,L4Y 2X3,2017/11/08 00:00:00+00,3296900,Applewood NHD,3
156,57685,Physiocure Physiotherapy and Rehab Center,621340,Health Care,"Offices of Physical, Occupational, and Speech Therapists and Audiologists",1 to 4,905-848-2873,905-848-2870, ,info@physiocare.ca,www.physiocare.ca,702,Burnhamthorpe Rd E,702 Burnhamthorpe Rd E, ,8,L4Y 2X3,2017/11/08 00:00:00+00,3296900,Applewood NHD,3
157,57842,Dedicated Financial Solutions Private Wealth,523930,Finance,Investment Advice,5 to 9,905-896-8373,905-896-9239,1-866-552-9333,info@dedicatedfinancialsolutions.ca,www.createwealthnow.ca/,714,Burnhamthorpe Rd E,714 Burnhamthorpe Rd E, , ,L4Y 2X3,2017/11/08 00:00:00+00,3296900,Applewood NHD,3
158,86844,Forestwood Real Estate,531212,Real Estate,Offices of Real Estate Brokers,1 to 4,905-277-8800,905-277-8809, ,office@forestwoodrealestate.com,www.forestwoodrealestate.com,702,Burnhamthorpe Rd E,702 Burnhamthorpe Rd E, ,9,L4Y 2X3,2017/11/08 00:00:00+00,3296900,Applewood NHD,3
159,3129,Blue Ribbon Automobile Centre,811111,Other Services,General Automotive Repair,1 to 4,905-281-8089,905-281-8029, ,blueribbonauto@gmail.com, ,960,Burnhamthorpe Rd E,960 Burnhamthorpe Rd E, , ,L4Y 2X4,2018/09/30 00:00:00+00,3297300,Applewood NHD,3
160,52860,Sweets House,722511,Accommodation,Full-service restaurants,1 to 4,905-625-4508, , ,tomken@elsombrero.ca,www.elsombrero.ca,4870,Tomken Rd,4870 Tomken Rd, ,1,L4W 1J8,2017/05/25 00:00:00+00,3297400,Northeast EA (West),3
161,52866,MR. LUBE,811111,Other Services,General Automotive Repair,10 to 19,9056141144, , , ,www.mrlube.com,4626,Tomken Rd,4626 Tomken Rd, , ,L4W 1J8,2018/12/30 00:00:00+00,3297400,Northeast EA (West),3
162,54383,Shawarnado Corp,722512,Accommodation,Limited-service eating places,N/A,9056299710, , , , ,4870,Tomken Rd,4870 Tomken Rd, ,2,L4W 1J8,2018/12/30 00:00:00+00,3297400,Northeast EA (West),3
163,54388,Kidz Kove Indoor PlayCentre Ltd.,624410,Health Care,Child Day-Care Services,1 to 4,905-602-6656, , , ,www.kidzkove.ca,4870,Tomken Rd,4870 Tomken Rd, ,7,L4W 1J8,2017/11/09 00:00:00+00,3297400,Northeast EA (West),3
164,54384,Infinite Yoga,713940,Arts,Fitness and Recreational Sports Centres,1 to 4,905-277-1108, , ,info@infiniteyoga.ca,www.infiniteyoga.ca,4870,Tomken Rd,4870 Tomken Rd, ,3&4,L4W 1J8,2017/05/25 00:00:00+00,3297400,Northeast EA (West),3
165,54389,Subway Sandwiches,722512,Accommodation,Limited-service eating places,5 to 9,905-602-1984, , , ,www.subway.ca,4870,Tomken Rd,4870 Tomken Rd, ,8,L4W 1J8,2017/11/09 00:00:00+00,3297400,Northeast EA (West),3
166,54395,Iron Chef,722511,Accommodation,Full-service restaurants,10 to 19,905-212-9998, , ,hokonglai@gmail.com,www.ironchef.ca,4920,Tomken Rd,4920 Tomken Rd, ,5,L4W 1J8,2017/05/25 00:00:00+00,3297400,Northeast EA (West),3
167,54392,Canadian Smile Clinics,621210,Health Care,Offices of Dentists,1 to 4,6474932339, ,8667995447,info@canadiansmileclinics.com,www.canadiansmileclinics.com,4920,Tomken Rd,4920 Tomken Rd, ,2,L4W 1J8,2018/12/30 00:00:00+00,3297400,Northeast EA (West),3
168,54394,Iron Ring Educational Services,611710,Educational,Educational Support Services,1 to 4,9053644040, , ,info@iron-ring.com,www.iron-ring.com,4920,Tomken Rd,4920 Tomken Rd, ,4,L4W 1J8,2018/12/30 00:00:00+00,3297400,Northeast EA (West),3
169,54953,Diana Pasticceria & Coffee Inc.,722512,Accommodation,Limited-service eating places,1 to 4,905-206-0200,905-206-0208, ,dianacafe@bellnet.ca, ,4910,Tomken Rd,4910 Tomken Rd, , ,L4W 1J8,2017/05/25 00:00:00+00,3297400,Northeast EA (West),3
170,54987,Northstar Montessori School Inc.,611110,Educational,Elementary and Secondary Schools,20 to 49,905-890-7827,905-890-6771, ,northstarschool@rogers.com,www.northstarmontessori.com,4900,Tomken Rd,4900 Tomken Rd, , ,L4W 1J8,2017/05/25 00:00:00+00,3297400,Northeast EA (West),3
171,56607,Fancy Kafana,722511,Accommodation,Full-service restaurants,5 to 9,9052326677, , ,fancykafana@gmail.com,www.fancykafana.com,4910,Tomken Rd,4910 Tomken Rd, , ,L4W 1J8,2018/12/30 00:00:00+00,3297400,Northeast EA (West),3
172,56960,Bad Axe Throwing,561920,Administrative,Convention and Trade Show Organizers,1 to 4,905-614-1186, ,1-888-435-0001, ,www.badaxethrowing.com,4880,Tomken Rd,4880 Tomken Rd, ,1&2,L4T 1G9,2018/12/30 00:00:00+00,3297400,Northeast EA (West),3
173,83695,G Q Multimedia: What's Up Mississauga,511110,Information,Newspaper Publishers,1 to 4,4168274508, , ,info@gqmultimedia.com,www.gqmultimedia.com,4880,Tomken Rd,4880 Tomken Rd, ,3,L4W 1J8,2018/12/30 00:00:00+00,3297400,Northeast EA (West),3
174,83916,JS Kalabash Ent. Ltd. o/a Mr. Lube #144,811199,Other Services,All Other Automotive Repair and Maintenance,5 to 9,905-614-1144, ,1-866-675-8231,richnoronha@bell.net,www.mrlube.com,4926,Tomken Rd,4926 Tomken Rd, , ,L4W 1J8,2017/05/25 00:00:00+00,3297400,Northeast EA (West),3
175,85135,N E B Solutions Inc.,561990,Administrative,All Other Support Services,5 to 9,905-866-9481, , ,mbriggs@nebsolutions.com, ,4880,Tomken Rd,4880 Tomken Rd, ,4,L4T 1G9,2017/05/25 00:00:00+00,3297400,Northeast EA (West),3
176,85136,Battle Arts Academy,713940,Arts,Fitness and Recreational Sports Centres,1 to 4,289-622-8853, , ,actothemax@yahoo.ca,www.battleartsacademy.ca,4880,Tomken Rd,4880 Tomken Rd, ,5 to 12,L4T 1G9,2017/05/25 00:00:00+00,3297400,Northeast EA (West),3
177,88350,DreamStone Kitchen Ltd.,238390,Construction,Other Building Finishing Contractors,1 to 4,9053308535, , ,info@dreamstonekitchen.ca,www.dreamstonekitchen.ca,4890,Tomken Rd,4890 Tomken Rd, ,10 to 12,L4W 1J8,2018/12/30 00:00:00+00,3297400,Northeast EA (West),3
178,88346,Thermal Comfort Ltd.,238220,Construction,"Plumbing, Heating and Air-Conditioning Contractors",1 to 4,9052388881,9056020245, ,info.thermalcomfortltd@gmail.com, ,4890,Tomken Rd,4890 Tomken Rd, ,6,L4W 1J8,2018/12/30 00:00:00+00,3297400,Northeast EA (West),3
179,88345,I Love Modesty Inc.,315289,Manufacturing,All other cut and sew clothing manufacturing c,1 to 4,9052127777, , ,admin@ilovemodesty.com,www.ilovemodesty.com,4890,Tomken Rd,4890 Tomken Rd, ,5,L4T 1G9,2018/12/30 00:00:00+00,3297400,Northeast EA (West),3
180,88348,Sekanskin Inc.,415310,Wholesale,Used Motor Vehicle Parts and Accessories Wholesaler-Distributors,5 to 9,9056967546, , ,hello@sekanskin.com, ,4890,Tomken Rd,4890 Tomken Rd, ,8,L4W 1J8,2018/12/30 00:00:00+00,3297400,Northeast EA (West),3
181,88352,Northstar Aquatics,611690,Educational,All Other Schools and Instruction,20 to 49,9058907827,9058906771, ,admin@northstarmontessori.com,www.northstarmontessori.com,4900,Tomken Rd,4900 Tomken Rd, , ,L4W 1J8,2018/12/30 00:00:00+00,3297400,Northeast EA (West),3
182,90475,Sugrim Maintenance Co.,561730,Administrative,Landscaping Services,20 to 49,2895215569,2895215559, ,wecare@sugrim.ca,www.sugrim.ca,4594,Tomken Rd,4594 Tomken Rd, , ,L4W 1J8,2018/12/30 00:00:00+00,3297600,Northeast EA (West),3
183,19447,Westminster United Church,813110,Other Services,Religious Organizations,1 to 4,905-273-9505,905-273-5278, ,westminsteruc@bellnet.ca,www.westminsterunitedchurch.ca,4094,Tomken Rd,4094 Tomken Rd, , ,L4W 1J5,2018/09/30 00:00:00+00,3299400,Rathwood NHD,3
184,19448,Mississauga Children's Choir,711130,Arts,Musical Groups and Artists,1 to 4,9056249704, , , , ,4094,Tomken Rd,4094 Tomken Rd, , ,L4W 1J5,2018/12/30 00:00:00+00,3299400,Rathwood NHD,3
185,56389,Applewood Heights Gospel Hall,813110,Other Services,Religious Organizations,N/A,9053061922, , , ,www.applewoodheights.org,4030,Tomken Rd,4030 Tomken Rd, , ,L4W 1J5,2018/12/30 00:00:00+00,3299600,Rathwood NHD,3
186,3882,John II Polish Cultural Centre,813410,Other Services,Civic and Social Organizations,5 to 9,905-306-9900,905-306-0044, , ,www.polishculturalcentre.ca,4300,Cawthra Rd,4300 Cawthra Rd, , ,L4Z 1V8,2017/11/08 00:00:00+00,3300300,Rathwood NHD,4
187,3881,St. Maximillian Kolbe Polish Catholic Church,813110,Other Services,Religious Organizations,5 to 9,905-848-2420, , , ,www.dpcdsb.org,4260,Cawthra Rd,4260 Cawthra Rd, , ,L4Z 1V8,2017/11/08 00:00:00+00,3300400,Rathwood NHD,4
188,16706,John Cabot Catholic Secondary School,611110,Educational,Elementary and Secondary Schools,50 to 99,905-279-1554,905-279-3419, , , ,635,Willowbank Tr,635 Willowbank Tr, , ,L4W 3L6,2017/11/08 00:00:00+00,3310900,Rathwood NHD,3
189,21133,St. Vincent de Paul Elementary School,611110,Educational,Elementary and Secondary Schools,20 to 49,905-848-5397,905-848-0738, , ,www.dpcdsb.org,665,Willowbank Tr,665 Willowbank Tr, , ,L4W 3L6,2017/11/08 00:00:00+00,3310900,Rathwood NHD,3
190,16718,G & G Convenience,445120,Retail,Convenience Stores,1 to 4,905-276-6169, , , , ,925,Rathburn Rd E,925 Rathburn Rd E, ,C11,L4W 4C3,2017/11/08 00:00:00+00,3329000,Rathwood NHD,3
191,16707,20/20 Eye Care,621320,Health Care,Offices of Optometrists,1 to 4,905-766-3721,905-766-3720, ,contaact@ihave2020.com,www.ihave2020.com,925,Rathburn Rd E,925 Rathburn Rd E, ,C8,L4W 4C3,2017/11/08 00:00:00+00,3329000,Rathwood NHD,3
192,16712,Subway,722512,Accommodation,Limited-service eating places,1 to 4,905-615-8989, , , ,www.subway.com,925,Rathburn Rd E,925 Rathburn Rd E, ,C7,L4W 4C3,2017/11/08 00:00:00+00,3329000,Rathwood NHD,3
193,16709,Oxford Learning Centre,611690,Educational,All Other Schools and Instruction,5 to 9,905-306-7380,905-306-7346, ,mississaugaeast@oxfordlearning.com,www.oxfordlearning.com,925,Rathburn Rd E,925 Rathburn Rd E, ,C12,L4W 4C3,2017/11/08 00:00:00+00,3329000,Rathwood NHD,3
